Bit 7,Bit 6,Bit 5,Bit 4,Bit 3,Bit 2,Bit 1
Reserved,Reserved,Reserved,Reserved,SUPER_PAGE_SIZE,SUPER_PAGE_SIZE,SUPER_PAGE_SIZE
