Bit 7,Bit 6,Bit 5,Bit 4,Bit 3,Bit 2,Bit 1,Bit 0
Selected Driver Strength,Selected Driver Strength,Selected Driver Strength,Selected Driver Strength,Timing Interface,Timing Interface,Timing Interface,Timing Interface
