Bit 7,Bit 6,Bit 5,Bit 4,Bit 3,Bit 2,Bit 1,Bit 0
Reserved,Reserved,Reserved,Reserved,Reserved,EXT_ATTRIBUTE_EN,ENH_ATTRIBUTE_EN,PARTITIONING_EN
