Bit 7,Bit 6,Bit 5,Bit 4,Bit 3,Bit 2,Bit 1,Bit 0
Reserved,Reserved,Reserved,PERM_BOOT_CONFIG_PROT R/W,Reserved,Reserved,Reserved,PWR_BOOT_CONFIG_PROT R/W/C_P
