Start,Stuff Bytes,Key/ (MAC),Data,Nonce,Write Counter,Address,Block Count,Result,Req/ Resp,CRC16,End
1bit,"196Byte [511:316]",32Byte (256b) [315:284],256Byte [283:28],16Byte [27:12],4Byte [11:8],2Byte [7:6],2Byte [5:4],2Byte [3:2],2Byte [1:0],2Byte,1bit
0b,"0x0000...",,,0x00,,,0x00,0x00,,0x0200,,1b
