Bit 7,Bit 6,Bit 5,Bit 4,Bit 3,Bit 2,Bit 1,Bit 0
Reserved,LARGE_UNIT_MAX_MULTIPLIER_M1,LARGE_UNIT_MAX_MULTIPLIER_M1,LARGE_UNIT_MAX_MULTIPLIER_M1,LARGE_UNIT_MAX_MULTIPLIER_M1,MAX_CONTEXT_ID,MAX_CONTEXT_ID,MAX_CONTEXT_ID
