Bit 7,Bit 6,Bit 5,Bit 4,Bit 3,Bit 2,Bit 1,Bit 0
Reliability Mode,Reliability Mode,Large Unit Multiplier,Large Unit Multiplier,Large Unit Multiplier,Large Unit Context,Config direction and activate,Config direction and activate
