Bit 7,Bit 6,Bit 5,Bit 4,Bit 3,Bit 2,Bit 1,Bit 0
Reserved,,,BOOT_MODE,,RESET_BOOT_BUS_CONDITIONS,BOOT_BUS_WIDTH,
