Bit 7,Bit 6,Bit 5,Bit 4,Bit 3,Bit 2,Bit 1,Bit 0
Reserved,SEC_SANITIZE,Reserved,SEC_GB_CL_EN,Reserved,SEC_BD_BLK_EN,Reserved,Reserved (obsolete)
