Bit 7,Bit 6,Bit 5,Bit 4,Bit 3,Bit 2,Bit 1,Bit 0
Reserved,Reserved,Reserved,EXTENDED_SECURITY_FAILURE,PACKED_FAILURE,SYSPOOL_EXHAUSTED,DYNCAP_NEEDED,URGENT_BKOPS
